,微博地址:,发布时间:,微博标题:,点赞数:,评论数,转发数,评论
76,https://m.weibo.cn/status/ItRat7OMK?mblogid=ItRat7OMK&luicode=10000011&lfid=1076032803301701,Wed Feb 12 15:00:22 +0800 2020,【人民直播丨#国务院联防联控机制发布会#】2月12日15时，国务院联防联控机制召开新闻发布会，介绍做好校园疫情防控、大中小学开学安排、高校毕业生就业等#教育系统疫情防控情况#。@人民日报 正在直播，关注！ 人民日报的微博视频 .,45486,4629,630,"['河南河南河南！！', '河南作为疫情重灾区，全省中学17号真的要开学吗 ?河南！', '河南能不能给一个通知 让我们都安心', '河南省多地教育局要求“2.17日前具备开学条件”', '河南！救救河南的孩子们吧！']"
77,https://m.weibo.cn/status/ItQXQkQjB?mblogid=ItQXQkQjB&luicode=10000011&lfid=1076032803301701,Wed Feb 12 14:29:16 +0800 2020,【好消息！#西藏唯一确诊病例治愈出院#】今天下午，西藏唯一确诊新冠肺炎病例张某某，办理完所有治愈出院手续，离开西藏自治区第三人民医院。据西藏自治区第三人医院肺二科主任、救治组组长花德米介绍说，该病例2月9日第一次检测结果为是阴性，2月11日重新检测结果依然是阴性，目前包括CT等临床证据都显示已病愈，临床组经过讨论并上报医院和西藏自治区卫健委，经过自治区和上海北京专家评估后，该病例达到治愈出院标准。张某某1月22日至24日经由武昌乘火车到达拉萨市。1月25日晚，张某某自行前往西藏自治区指定的定点医疗机构就诊并收住入院，接受隔离观察治疗。1月29日，张某某被确诊为新冠肺炎，成为西藏首例新冠肺炎确诊病例。据介绍，张某某将于今日下午坐火车离开西藏。（人民日报记者徐驭尧、邓建胜）,126082,6384,3238,"['西藏治愈率100%！！！', '鸡屁股要白了 恭喜', '这哥们儿还回来干啥 住西藏吧', '奈斯！！！！', '西藏西藏，全村希望！']"
78,https://m.weibo.cn/status/ItQS8Du7V?mblogid=ItQS8Du7V&luicode=10000011&lfid=1076032803301701,Wed Feb 12 14:15:13 +0800 2020,【公安部公布#应急运输保障24小时电话#】2月11日，公安部下发通知，部署各地公安机关特别是交管部门进一步做好疫情防控道路交通保通保畅工作，确保重点物资运输畅通和人员车辆正常通行。公安部要求，要向社会公布应急运输保障服务电话并确保24小时畅通，及时提供应急运输服务，协调解决驾驶人反映的困难问题。（人民日报记者张璁）,4132,505,912,"['“中国总是被他们最勇敢的人保护的很好。 ——基辛格《论中国》', '//@不喝矿泉水了:江西鄱阳目前还是一刀切状态，目前火车站高速省道全部封锁，160万人口的外出务工大县完全被封死，政府不考虑外出复工等民生问题，请有关单位关注一下鄱阳吧，谢谢', '保障物资运输通道畅通，就是保障生命通道', '这个应该上热搜 让全国人民了解一下', '加油💪注意安全']"
79,https://m.weibo.cn/status/ItQOYu6ky?mblogid=ItQOYu6ky&luicode=10000011&lfid=1076032803301701,Wed Feb 12 14:07:25 +0800 2020,"【别再害人害己！#杭州9人因隐瞒病史等被公示#】根据《关于在新型冠状病毒肺炎疫情防控期间将个人隐瞒病史等行为纳入失信监管的实施意见》，杭州公布疫情防控期间存在隐瞒病史等情况的失信名单。以下人员在疫情排查期间存在隐瞒或瞒报情形，逃避医学观察的行为，公示一年↓↓千万别隐瞒！刚刚,杭州这9人因隐瞒病史等被公示!列入失信名单!呼吁:主动上报,利人利己!",39241,2317,1230,"['带病回乡不肖儿郎 传染爹娘丧尽天良', '让这些故意隐瞒的最好是自费医疗，然后上征信', '判！必判！', '这样的失信记录要保存！对这样的人！一定要让他们知道守信的力量！', '让你皮']"
80,https://m.weibo.cn/status/ItQK3tUV4?mblogid=ItQK3tUV4&luicode=10000011&lfid=1076032803301701,Wed Feb 12 13:55:18 +0800 2020,【恶劣！#湖北查获假劣口罩460余万只#】12日，湖北省公安厅公布5起疫情期间制售假冒伪劣防护物资典型案例。截至目前，湖北公安机关共侦办伪劣防护物资刑事案件9起，抓获12名犯罪嫌疑人，捣毁8个制售假货窝点，查获假劣口罩460余万只，劣质防护服30余万套，涉案金额660余万元。湖北查获假劣口罩460余万只 涉案金额660余万元,19052,3233,1051,"['发国难财的都该死', '460万只？', '直接死刑好了', '这次疫情让我们见识了人间百态，各种黑暗和各种奇葩', '这个时候大发国难财的通通关起来']"
81,https://m.weibo.cn/status/ItQFzaXQg?mblogid=ItQFzaXQg&luicode=10000011&lfid=1076032803301701,Wed Feb 12 13:44:14 +0800 2020,【周知！国家#中小学网络云平台2月17日开通#】教育部整合国家、有关省市和学校优质教学资源，在延期开学期间开通国家中小学网络云平台和中国教育电视台空中课堂，免费供各地自主选择使用。平台资源包括防疫知识、红色教育资源、专题教育资源，以及从小学至普通高中的主要学科课程资源，课程时间一般在20分钟左右。国家中小学网络云平台（网址：ykt.eduyun.cn）自2月17日起开通。同时，中国教育电视台4频道通过直播卫星户户通平台向全国用户传输有关课程，覆盖偏远农村网络信号弱或有线电视未通达地区。为丰富学习资源，还组织部分省级教育部门及中小学免费向全国开放网络学习平台或网校。,9801,1423,759,"['取消吧', '大家都欠钉钉一个一星好评', '看看河南吧！河南中小学2.17返校开学！！！', '必须取消网课', '看看河南省吧2.17不是开网课，是上学啊']"
82,https://m.weibo.cn/status/ItQEcCdx5?mblogid=ItQEcCdx5&luicode=10000011&lfid=1076032803301701,Wed Feb 12 13:40:53 +0800 2020,【#教育部部署停课不停学#：#避免学生网上学习时间过长#】教育部、工信部联合印发通知，指出：对小学低年级上网学习不作统一硬性要求，由家长和学生自愿选择，对其他学段学生作出限时限量的具体规定，避免学生网上学习时间过长。#坚决防止超前过快学习#，保护学生视力，防止增加学生不必要的负担。,9474,1408,494,"['自愿不自愿 谁说了算', '现在的网课是：老师累，家长疯，学生蒙，结果白费', '众所周知 学校不上微博', '现在老师也难啊，而且我妹每天都要打n个卡 大人都烦死了', '网课效率真的不是很高，而且有些老师也不太熟悉操作']"
83,https://m.weibo.cn/status/ItQxpzstL?mblogid=ItQxpzstL&luicode=10000011&lfid=1076032803301701,Wed Feb 12 13:24:09 +0800 2020,【广州#一户瞒报导致一栋楼被隔离#】今日记者从广州市海珠区获悉，保利天悦18栋因为某业主瞒报，最后确诊致整栋楼被疾控部门隔离。1月30日广州保利天悦花园物业服务中心就曾发布通知，告知业主小区内已有两例确诊病例，请业主们配合防控。据悉，1月23日该楼盘业主余某的妻子闵某童（31岁）在已经出现咳嗽、发烧等疑似症状的情况下，仍自驾车与父母从疫情发生地返回广州市海珠区的家中。随后27日至31日期间，余某及其家人均被确诊。此后海珠区疾病控制中心要求余某及其家人配合防疫。但余某在街道与物业工作人员上门排查时，刻意隐瞒家人曾出入过疫情发生地，以及一家人检测新型冠状病毒核酸结果均已呈阳性的事实，且不配合工作人员为其儿子测试体温。目前，余某及其家人均已被隔离收治。2月4日海珠区公安分局依法对余某以涉嫌妨害传染病防治罪立案侦查。2月12日凌晨，保利天悦18栋住户被通知隔离。（广州日报）,11595,1603,782,"['带病回乡不肖儿郎 传染爹娘丧尽天良', '把瞒报的直接判刑', '太坏了，只考虑自己！', '真是丧尽天良，害人害己', '这种瞒报的是什么心理啊']"
84,https://m.weibo.cn/status/ItQrUyOk1?mblogid=ItQrUyOk1&luicode=10000011&lfid=1076032803301701,Wed Feb 12 13:10:35 +0800 2020,【转存！#周边疫情实时查询工具#】想知道自己距离感染者有多远？想知道自己所在的地方有多少感染者？想知道感染者都曾在哪些地方出现过？@人民日报 推出周边疫情实时查询工具，戳链接↓↓关注疫情，保护好自己，保护好他人！扩散！网页链接,3488,676,2233,"['能不能管管你们的人民日报海外版?', '曾经总是希望时间过得慢一点，现在迫不及待希望时光能快点，好期待春暖花开🌸摘掉口罩，拥抱一切', '你所在的地区暂未公布或暂未收录疫情信息！并不是所有地区都可以 我们这只显示总人数 没有具体信息！', '最近的只有52m', '我在家躺了二十天了，还会继续躺下去，周围多不多雨我无瓜']"
85,https://m.weibo.cn/status/ItQlkbxB4?mblogid=ItQlkbxB4&luicode=10000011&lfid=1076032803301701,Wed Feb 12 12:54:22 +0800 2020,【医护人员，你们辛苦了！#一线医务人员的国家保障#】①防护用品调配向临床一线倾斜；②做好一线医护健康体检；③发放临时性工作补助；④歧视孤立医务人员及其家属行为的，及时进行批评教育，情节严重的依法予以处理。⑤尽量#不安排双职工医护同时到一线#...更多↓↓热血逆行者，请一定保护好自己！,53593,2835,2244,"['我就好奇了歧视医生及家属的还是人吗？我们小区因为有要去湖北援助的大夫，整个小区的邻居都像送壮士出征一样，在业主群大家还捐了很多口罩给他，虽然人家没要，但我觉得这才是正常人的反应。', '我就想问问，领导，哪里来的依据和自信说武汉排查了99%，难道我和我的朋友那么多都是那百分之1%里面的吗？', '多给一些补贴吧 真的太辛苦了 没放过假', '多给她们一些实际帮助更好点', '一般医生给你推荐中药，不是你没事就是你没救']"
86,https://m.weibo.cn/status/ItQjKFmiT?mblogid=ItQjKFmiT&luicode=10000011&lfid=1076032803301701,Wed Feb 12 12:50:30 +0800 2020,#寻找染病车船飞机乘客#【紧急扩散！#急寻709个车船航班同行乘客#】提醒：同乘人员返家后暂不要外出，居家封闭隔离观察。发现异常者，请立即就近到指定发热门诊就诊。转发帮寻！,1963,485,2060,"['扩散 千万不要隐瞒行程啊 为了自己为了家人', '害怕！！！！咋又出了那么多', '我就想问问，领导，哪里来的依据和自信说武汉排查了99%，难道我和我的朋友那么多都是那百分之1%里面的吗？', '#河南到底延迟开学吗?# 河南考生', '河南开学了！！！！！']"
87,https://m.weibo.cn/status/ItQ0KgD14?mblogid=ItQ0KgD14&luicode=10000011&lfid=1076032803301701,Wed Feb 12 12:03:40 +0800 2020,【铁路加强疫情防控：#铁路禁售无座车票# #餐车不再接待就餐#】据中国铁路总公司官方微信消息，国铁集团进一步强化八项措施，全力做好复工返程运输疫情防控工作。这些措施包括：实行分散售票策略，禁售无座车票，餐车不再接待旅客就餐和购物等。一是科学安排运力。密切关注各地复工复产安排，充分利用大数据，及时分析客流变化和货运需求。精准安排错峰返程运力，实行“一日一图”，动态增减列车；加强售票管理，实行分散售票策略，禁售无座车票，适当控制旅客列车客座率。精准对接企业复工复产货运需求，“一企一策”制定运输方案，聚焦重点区域，深挖货源潜力，统筹运力安排，加强装卸车组织，提高运输效率。二是最大限度避免旅客聚集。对车站候车、购票和退票的旅客采取分散措施，规范人脸识别进站检票操作，保持检票有效距离；引导客流较密集车厢的旅客到同等席别较空车厢分散就坐；餐车不再接待旅客就餐和购物，改为列车工作人员定时送盒饭和商品至旅客座席；客运乘务人员对车厢端门加强看管，劝阻旅客尽量不在车厢走动；加强出站组织，保证通道畅通有序，避免人员聚集。三是加强站车通风消毒保洁。严格落实站车通风、消毒、卫生保洁等防疫措施。优化动车组列车供风，每隔5至10分钟完成一次新风换气；加强空调列车滤网清洗消毒；对非空调列车勤开车窗、及时通风换气；加大各类旅客列车预防性消毒、随时消毒、终末消毒和全程卫生保洁力度，对厕所门把手、洗手台水龙头、废物箱投放处等重点部位加密消毒频次。四是组织疫情防控公益宣传。运用车站、列车视频和广播，面向旅客和职工，大力宣传国家权威部门机构推出的健康防护知识，循环播放防疫知识公益宣传片，在站车场所发放通俗易懂宣传手册、漫画等，编发铁路职工岗位防疫知识手册。五是依法科学做好发热旅客防控。配合地方政府防疫部门，在全国铁路所有办理客运业务的车站对进出站旅客测量体温，在列车运行途中对旅客测量体温进行抽检；根据不同车型、席别，在车辆端部预留一定席位，作为发热旅客隔离场所；在旅客列车上发现发热旅客，立即采取移至隔离席位、复测体温和安排消毒等措施，及时下交前方车站；对列车下交或进出站排查发现的发热旅客，及时送留验站或移交地方卫生健康部门。六是及时协查车上密切接触者。运用12306售票大数据资源，第一时间配合地方政府和卫生健康部门，协查确诊病例乘坐火车时车上密切接触者；落实好购票人须提供乘车人手机号措施，提高协查准确率。七是及时高效运送医护人员和防控物资。建立高效运输保障机制，坚持特事特办，开辟绿色通道，全力保障湖北及其他重点地区医护人员和防控物资、生活物资的运输，确保以最快的速度运达。八是加强铁路职工防护工作。要求职工在工作岗位必须佩戴口罩，认真落实勤洗手、常通风、不聚集等防护要求，全面实行出退乘、出入单位测体温制度；对调度指挥等重点岗位人员实行集中管理、严格管理，划小工作单元，严控与外界接触；对客运服务、机辆乘务等一线工作人员，强化个人防护；加强职工心理疏导，纾解焦虑紧张情绪。,16986,1946,688,"['看看河南啊2.17开学？？？', '那样票就更难买了', '？这车票还能买得到吗 那么多停运还要各种控制好的走回去吧', '动车站一查身份证籍贯是晋江的（非英林镇）就不让出站，被要求马上买票折返，如果是为了疫情防控为什么12306能让购买动车票？不但浪费了乘客搭乘动车的时间，如果往返途中有感染情况该找谁负责？我本就打算到漳州后自觉隔离14天，这样也不行？', '要是有挂票就好了，通风条件好']"
88,https://m.weibo.cn/status/ItPR49Zzo?mblogid=ItPR49Zzo&luicode=10000011&lfid=1076032803301701,Wed Feb 12 11:39:48 +0800 2020,【泪目！#丈夫隔空拥抱医生妻子#】9日，浙江台州三门县人民医院门口的监控拍下令人动容的一幕。医院消化内科医生陈强给奋战在隔离病房的妻子送换洗的衣物，他的妻子是感染科医生，从大年初一至今一直没回家，1分多钟的短暂相聚，两人却只能隔得老远，陈强怕妻子冻着，一直催她回去，看她一步三回头，他张开双臂，给妻子一个大大的隔空拥抱。燃新闻的秒拍视频,18332,1545,1791,"['只可远观，不可近拥', '眼眶湿润了', '好温暖啊', '妻子的名字呢？奋斗的人没有姓名？', '愿平安归来！']"
89,https://m.weibo.cn/status/ItPJkeOjH?mblogid=ItPJkeOjH&luicode=10000011&lfid=1076032803301701,Wed Feb 12 11:20:45 +0800 2020,【#山东首例涉疫情妨害公务案#一审宣判：男子#未戴口罩殴打防疫人员被判10个月#】2月12日上午，山东省济南市莱芜区人民法院公开开庭审理并当庭宣判山东省首例涉疫情妨害公务案，被告人邓某某被判处有期徒刑十个月。2月3日上午8时许，济南市莱芜区某食品有限公司工人邓某某不配合公司疫情防控工作，未佩戴口罩强行进入公司，并殴打疫情防控人员。在派出所民警赶到现场后，邓某某仍然拒不服从民警执法，并殴打民警徐某，造成其执法记录仪滑落。在民警徐某将执法记录仪转交辅警时，邓某某再次殴打民警徐某。案发当日，邓某某被刑事拘留，2月6日被执行逮捕。济南市莱芜区人民检察院依法提起公诉后，济南市莱芜区人民法院于2月10日立案受理并依法公开开庭进行审理。（潘俊强）,6228,828,358,"['今天刚学到的：英雄不问出处 作死不挑坟墓', '判轻了，这还有袭警罪没算吧', '依法从严从重处理！！！', '大快人心！', '疫情当前，少些戾气！对每个中国人来说，支持国家抗疫不是选择，而是义务！']"
90,https://m.weibo.cn/status/ItPHq46GP?mblogid=ItPHq46GP&luicode=10000011&lfid=1076032803301701,Wed Feb 12 11:16:03 +0800 2020,【#男子谎称感染向人吐口水被行拘#10日】张某，29岁，1月31日自外省市返沪后暂住上海嘉定黄渡东街村，2月10日，一名疫情防控志愿者提醒他减少外出、注意防护，张某置若罔闻，还摘下口罩吸烟，对志愿者吐口水，并恶言相向。为发泄不满，张某竟谎称自己是新冠肺炎患者，造成周边群众恐慌。最终，张某被警方以寻衅滋事处行政拘留10日。网页链接,9197,1046,235,"['英雄不问出处 作死不挑坟墓', '你海外版追悼李医生为什么要放废青的视频？', '拘留时间太少了，你们觉得呢？', '还打什么马赛克 反正不要脸', '29？ 这朋友发际线很危险啊']"
91,https://m.weibo.cn/status/ItPzGrKKE?mblogid=ItPzGrKKE&luicode=10000011&lfid=1076032803301701,Wed Feb 12 10:56:59 +0800 2020,【#武汉加油#！#华西齐鲁武汉抗疫再相遇#】2月11日下午，四川大学华西医院医疗队和山东大学齐鲁医院医疗队在武汉大学人民医院东院区下班途中再次相遇，大家齐声高喊：“东齐鲁、西华西。我们在一起，共同抗疫！武汉加油，中国加油！”目前，两支医疗队接管了武汉大学人民医院东院的4个病区，参与新冠肺炎的救治工作。四川大学华西医院的微博视频,8960,901,639,"['大山东加油！', '“东齐鲁、西华西”加油💪', '四川华西扛把子，一定要平安归来', '山东的天使们都给我好好的，等你们回来', '致敬一线工作者 希望都能平安归来']"
92,https://m.weibo.cn/status/ItPo71nrr?mblogid=ItPo71nrr&luicode=10000011&lfid=1076032803301701,Wed Feb 12 10:28:28 +0800 2020,"【#北京新增10例确诊#，#北京累计确诊352例#】2月11日0时至24时，北京新增10例新冠肺炎确诊病例，均为确诊病例的密切接触者，已送至定点医疗机构进行救治。现有疑似病例218例，新增密切接触者37例，累计确定密切接触者1539例，其中709例已解除医学观察。出院8例。截至2月11日24时,本市累计确诊病例352例。其中出院56例，死亡3例，293例在定点医院进行隔离治疗。按照国家传染病信息网络报告规范，调整了本市确诊病例归属，将1例海淀区病例调整至西城区。东城区12例、西城区43例、朝阳区56例、海淀区56例、丰台区32例、石景山区13例、门头沟区3例、房山区14例、通州区17例、顺义区10例、昌平区19例、大兴区37例、怀柔区7例、密云区7例、延庆区1例，外地来京人员25例。平谷区尚未有病例。",2616,519,179,"['为什么北京没有轨迹啊 太不负责了 看看天津的好吗 这样只会让更多人传染', '不要再增了不要再增了不要再了不要再增了不要再增了不要再增了不要再了不要再增了', '争取新增人数越来越少，治愈出院的人数越来越多', '大北京给我刹住，希望明天0例，加油', '北京压力挺大的……']"
93,https://m.weibo.cn/status/ItPkBxNfY?mblogid=ItPkBxNfY&luicode=10000011&lfid=1076032803301701,Wed Feb 12 10:19:51 +0800 2020,【正在直播！#武汉一天两次集中消杀#，看雾炮车如何消毒】武汉市全城开展一天两次的集中消毒，分别是上午10时、下午4时。其中城管部门负责城市公共区域，及其周边公厕、垃圾处理场、垃圾转运站等的消毒。一起看看，如何通过雾炮车、洒水车，以及人工喷洒等方式消毒↓↓ 人民日报的微博视频 .,310938,9407,2105,"['我们武汉真实的情况是很多小区都没有进行排查，我所在的小区进出没有管制，确诊的没有住进医院，社区和物业不作为，作为百姓我们真的很无力@人民日报', '能别做秀了吗？网上求助的频频看到，武汉真实的情况到底怎么样？能不能救救那些在网上呼喊的声音，我很怕他们真的被遗忘被自生自灭了', '这条热搜，我看成了“一天两次集体自杀”……………', '后天就是14号了，武汉怎么复工复产，什么时候出通知呢……', '坐标重灾区汉口。没人排查，没人测体温没人打消毒水，小区封了社区也不送菜这是要我们咋过？']"
94,https://m.weibo.cn/status/ItPiRERqI?mblogid=ItPiRERqI&luicode=10000011&lfid=1076032803301701,Wed Feb 12 10:15:34 +0800 2020,【#湖北以外地区新增病例8连降#】据国家卫健委数据统计，2月11日0—24时，全国湖北以外地区新增确诊病例377例，连续第8日呈下降态势。而过去8日这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)，558例（7日），509（8日），444例（9日），381例（10日）。,6043,1010,590,"['太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了', '太棒了，期待接下来的都是好消息', '新增的越来越少了，加油。', '为什么好多省确诊人数都不报道了', '湖北加油 不能掉队']"
95,https://m.weibo.cn/status/ItPiRERqI?mblogid=ItPiRERqI&luicode=10000011&lfid=1076032803301701,Wed Feb 12 10:15:34 +0800 2020,【#湖北以外地区新增病例8连降#】据国家卫健委数据统计，2月11日0—24时，全国湖北以外地区新增确诊病例377例，连续第8日呈下降态势。而过去8日这一数据分别为：890例(3日)、731例(4日)、707例(5日)、696例(6日)，558例（7日），509（8日），444例（9日），381例（10日）。,6043,1010,590,"['太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了太好了', '太棒了，期待接下来的都是好消息', '新增的越来越少了，加油。', '为什么好多省确诊人数都不报道了', '湖北加油 不能掉队']"
96,https://m.weibo.cn/status/ItPgy5w4c?mblogid=ItPgy5w4c&luicode=10000011&lfid=1076032803301701,Wed Feb 12 10:09:51 +0800 2020,【#全国新增确诊2015例# ：#全国累计确诊44653例#】2月11日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告，新增确诊病例2015例（湖北1638例），新增重症病例871例（湖北897例），新增死亡病例97例（湖北94例，河南、湖南、重庆各1例），新增疑似病例3342例（湖北1685例）。当日新增治愈出院病例744例（湖北417例），解除医学观察的密切接触者30068人。截至2月11日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例38800例（其中重症病例8204例），累计治愈出院病例4740例，累计死亡病例1113例，累计报告确诊病例44653例，现有疑似病例16067例。累计追踪到密切接触者451462人，尚在医学观察的密切接触者185037人。累计收到港澳台地区通报确诊病例77例：香港特别行政区49例（死亡1例），澳门特别行政区10例（治愈出院1例），台湾地区18例（治愈出院1例）。注：新增重症病例数由当日现有重症病例数减去前一日重症病例数所得。重症病例存在转轻症、死亡等医学转归情况。2月11日，12个省份重症病例数共减少44例，湖北等8个省份重症病例数共增加915例。,5614,1308,532,"['规则变了，从今起，得这么看:新增+临床+疑似。三个降了才是真·降了', '新增重症病例？？ 871 湖北897？？', '为什么不加临床诊断的数据？这种不是介于确诊和疑似之间的层级吗？', '河南一个地方高中17号要开学了', '插个话题！❌❌❌❌河南疫情严重，至今未下延迟通知，许多学校决定17号开学，学生的命不是命？']"
97,https://m.weibo.cn/status/ItPcw6gcb?mblogid=ItPcw6gcb&luicode=10000011&lfid=1076032803301701,Wed Feb 12 09:59:55 +0800 2020,【请记住这个叫春天的人民警察！#黑龙江32岁民警倒在抗疫一线#】11日，黑龙江齐齐哈尔公安局铁锋分局新工地派出所四级警长、副所长王春天，在执行小区封控任务时因劳累过度突发心脏病，经抢救无效不幸牺牲，年仅32岁。连续20多天，他一直奋战在抗疫一线。英雄，一路走好！鹤城公安的微博视频,91600,8484,4185,"['啥时候高层也能来基层体会一下基层累不累，发命令是很轻松噢', '英雄，一路走好', '把基层忙成千手观音，不如下对指令', '你走了，春天来了，谢谢你！请正视基层人员的工作状态，合理安排休息！', '到底要死多少无辜的人']"
98,https://m.weibo.cn/status/ItP6xfpUc?mblogid=ItP6xfpUc&luicode=10000011&lfid=1076032803301701,Wed Feb 12 09:45:10 +0800 2020,【广州市#疾控中心人员倒卖口罩被查处#】2月3日，网上反映疑似广州市疾病预防控制中心的工作人员通过微信平台倒卖医用外科口罩谋利问题，引起网民关注。广州市纪委监委迅速对网民反映的问题进行核查。经查，1月28日至2月6日，市疾控中心副主任医师陈建东与社会人员黄某某共同倒卖口罩谋利，由黄某某负责提供口罩货源并发货，陈建东负责进行推销售卖。陈建东作为疫情防控一线的工作人员，利用工作便利违规售卖口罩，造成不良社会影响。近日，市纪委监委驻市卫健委纪检监察组对陈建东作出降低技术岗位等级处分，并收缴其违规所得。,14697,2931,1169,"['这处罚太轻了吧……', '赚国难财biss还是工作人员', '不应该把他踢出事业单位体制吗，只是降级处理？', '午时三刻，推出午门外', '从严从重处理，特殊时期竟然以公谋私，看看那些辛苦的医护人员，你还好意思卖口罩']"
99,https://m.weibo.cn/status/ItP16lEpF?mblogid=ItP16lEpF&luicode=10000011&lfid=1076032803301701,Wed Feb 12 09:31:48 +0800 2020,【#最新考研初试成绩公布时间汇总#】受疫情影响，湖北省教育考试院日前发布通知称，考研初试成绩公布将与湖北省高校开学日期同步。截至目前，全国#多省推迟考研成绩公布时间#，具体以各省研究生招生网为准。戳图↓↓转发周知！,52247,6760,2272,"['湖北？？？', '湖北要延后到什么时候？考试院能给个明确日期吗😭', '球球看看湖北考生吧', '我不是湖北省的但我还是想为湖北省的考研成绩公布时间发声。辽宁省已经比其他省份早开始调剂的信息战和时间战了，提前了十天，教育部的大佬们明明知道现在有多少人提前开始调剂后面就有多少人可能吃亏，有多少人一年的努力可能会功亏一篑，我认识很多湖北的考生们都很努力，希望他们被公平以待，谢谢', '看看湖北吧这个成绩能不能跟其他省份同步啊！！']"
100,https://m.weibo.cn/status/ItOXobOmx?mblogid=ItOXobOmx&luicode=10000011&lfid=1076032803301701,Wed Feb 12 09:22:39 +0800 2020,【继续加油！#青海连续6天无新增病例#】2020年2月11日0-24时，青海省报告新型冠状病毒肺炎新增确诊病例0例，新增重症病例0例，新增死亡病例0例，新增出院病例2例。当日无新增确诊病例和疑似病例。截至2月11日24时，青海省累计报告新型冠状病毒肺炎确诊病例18例，其中：重症病例3例，死亡病例0例，出院病例5例。累计确诊病例中，西宁市15例，海北州3例。尚有13例确诊患者住院治疗。目前累计追踪到密切接触者435人，已解除医学观察68人，尚有367人正在接受医学观察。,5323,643,179,"['青海牛逼 其他地方也加油啊', '是青藏高原流动人工少，还是因为高原气候不适宜病毒传播啊。感觉青海和西藏都很给力。', '青海牛逼！！！！', '有的人已经埋葬在冬天，而活在春天的人更要带着希望活下去', '青海牛逼，挺住']"
101,https://m.weibo.cn/status/ItOUEAT3O?mblogid=ItOUEAT3O&luicode=10000011&lfid=1076032803301701,Wed Feb 12 09:15:55 +0800 2020,【#北京各校不得以任何形式集体上新课#】北京教育系统按照教育部“停课不停学”的最新要求，针对延期开学后可能出现的问题，提出，停课不停学#坚决反对线上满堂灌#，同时提出各学校不得以任何形式集体组织上新课。2月17日，原本是北京中小学的开学日，但因为疫情，春季学期延期开学。据了解，目前北京市各区教委、各校老师已做好准备，2月17日起，指导中小学生“线上”学习。教育部门同时也明确，延期开学是假期的延续，各校均不得以任何形式集体组织上新课，也不得举行任何形式的线下教学活动和集体活动。（中国青年报）,68513,5247,1393,"['所以北京各校搭理你吗？', '真的吗 我不信', '别上网课了眼镜要瞎了', '请各大省份来抄作业', '其他地方呢']"
102,https://m.weibo.cn/status/ItOPmzqzI?mblogid=ItOPmzqzI&luicode=10000011&lfid=1076032803301701,Wed Feb 12 09:02:53 +0800 2020,【#江西新确诊40例#：#江西累计确诊844例#】2020年2月11日0-24时，江西省报告新型冠状病毒肺炎新增确诊病例40例，新增治愈出院病例25例。新增确诊病例中，南昌市10例、新余市7例、宜春市5例、上饶市5例、九江市4例、鹰潭市4例、萍乡市3例、吉安市1例、抚州市1例。新增治愈出院病例中，南昌市7例、宜春市6例、新余市4例、上饶市2例、抚州市2例、九江市1例、萍乡市1例、赣州市1例、吉安市1例。截至2月11日24时，江西省累计报告新型冠状病毒肺炎确诊病例844例，其中治愈出院病例152例，死亡病例1例，现有重症病例53例。确诊病例中，南昌市204例（核减1例）、新余市117例、上饶市116例、九江市105例、宜春市88例、赣州市72例、抚州市68例、萍乡市29例、吉安市21例（核增1例）、鹰潭市18例、景德镇市5例、赣江新区1例。治愈出院病例中，南昌市53例、新余市26例、宜春市16例、上饶市15例、九江市14例、抚州市11例、赣州市8例、吉安市5例、萍乡市2例、景德镇市1例、鹰潭市1例。目前追踪到密切接触者21693人，解除医学观察12624人，尚有9069人正在接受医学观察。,3266,689,371,"['江西加油挺住。一定会越来越好的。', '江西挺住', '新余城区病例多有集中 我这三公里内60多病例 五公里内近九十的病例 小区也确证好几例 真的密度太大了 有点接受不了', '希望不要再增加了', '建议来点医生救救鄱阳吧，昨天看鄱阳五十多例一例出院的都没有，南昌市的出院率都有百分之25了，支援支援鄱阳这个小县城吧']"
103,https://m.weibo.cn/status/ItOFjplf8?mblogid=ItOFjplf8&luicode=10000011&lfid=1076032803301701,Wed Feb 12 08:38:07 +0800 2020,【#钻石公主号邮轮感染人数增为174人#】据日本厚生劳动省12日消息，停靠日本横滨港外的“钻石公主”号邮轮上新增39例确诊有新型冠状病毒肺炎病例，其中包括一名检疫人员。加上之前船上已确诊感染的135人，“钻石公主”号邮轮相关的新冠肺炎感染人数为174人。#钻石公主号邮轮新确诊39例#,10748,1432,597,"['我怀疑不得病的也得了，封闭空间', '应尽快分开隔离，而不能继续在邮轮上', '个人建议。赶紧下船。哪怕在野外生存。也比船上安全。', '中央空调，一人得病，全船感染', '这事儿完了以后，《钻石公主号》，可以弄一个灾难/恐怖电影了，没准比泰坦尼克还火。']"
